Optimizer,ModelType,Round_Fold,Client,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
Adagrad,QUANTUM CNN,1,,19,4.134112597,0.7817903161,0.7970253825,0.9070796967,0.878480494,0.001000000047
Adagrad,QUANTUM CNN,1,,20,4.054700375,0.7811337113,0.7979002595,0.898681283,0.8708800673,0.001000000047
Adagrad,QUANTUM CNN,1,,21,4.027851343,0.7791639566,0.7917760015,0.8943585753,0.8736675978,0.001000000047
Adagrad,QUANTUM CNN,1,,22,4.05168891,0.7879185677,0.795275569,0.8874483705,0.8652899265,0.001000000047
Adagrad,QUANTUM CNN,1,,23,3.995260715,0.7944845557,0.794400692,0.8819268942,0.8683421612,0.001000000047
Adagrad,QUANTUM CNN,1,,24,4.327880621,0.7868242264,0.8048993945,0.8758271337,0.8551697731,0.001000000047
Adagrad,QUANTUM CNN,1,,25,4.30253315,0.7901072502,0.794400692,0.8729560375,0.8581193089,0.001000000047
Adagrad,QUANTUM CNN,1,,26,4.101334572,0.7949222922,0.7996500731,0.8662070632,0.8551983833,0.001000000047
Adagrad,QUANTUM CNN,1,,27,4.060387135,0.8006128073,0.802274704,0.8622938991,0.852000773,0.001000000047
Adagrad,QUANTUM CNN,1,,28,3.964596987,0.7988619208,0.8188976645,0.8576943874,0.836484611,0.001000000047
Adagrad,QUANTUM CNN,1,,29,3.982992887,0.8032392263,0.8057742715,0.8516420722,0.8377979994,0.001000000047
Adagrad,QUANTUM CNN,1,,30,3.944284439,0.8093674779,0.8223971725,0.8464100361,0.8260492086,0.001000000047
Adagrad,QUANTUM CNN,2,,1,25.58182502,0.3946158886,0.4111985862,1.248052835,1.256434083,0.001000000047
Adagrad,QUANTUM CNN,2,,2,4.1074512,0.4445174038,0.4619422555,1.135587692,1.13398993,0.001000000047
Adagrad,QUANTUM CNN,2,,3,4.012850523,0.569927752,0.5669291615,1.101192594,1.076323628,0.001000000047
Adagrad,QUANTUM CNN,2,,4,4.090892076,0.6104180217,0.5931758285,1.073754668,1.052781343,0.001000000047
Adagrad,QUANTUM CNN,2,,5,4.158194065,0.6266141534,0.6202974916,1.054149032,1.033459306,0.001000000047
Adagrad,QUANTUM CNN,2,,6,4.180543423,0.6408404708,0.619422555,1.034894824,1.021396875,0.001000000047
Adagrad,QUANTUM CNN,2,,7,4.127705574,0.6537535787,0.6386701465,1.022813797,1.005252719,0.001000000047
Adagrad,QUANTUM CNN,2,,8,4.013044596,0.6633836627,0.642169714,1.008183002,0.9960986376,0.001000000047
Adagrad,QUANTUM CNN,2,,9,4.085431576,0.6736704111,0.664041996,0.9918194413,0.9742392302,0.001000000047
Adagrad,QUANTUM CNN,2,,10,4.127418756,0.6778288484,0.6684164405,0.9854481816,0.9662634134,0.001000000047
Adagrad,QUANTUM CNN,2,,11,4.093281507,0.6852703094,0.671041131,0.9778674841,0.9659532905,0.001000000047
Adagrad,QUANTUM CNN,2,,12,4.226339102,0.689647615,0.6692913175,0.9624957442,0.9534273744,0.001000000047
Adagrad,QUANTUM CNN,2,,13,4.090480089,0.696213603,0.6832895875,0.9542340636,0.9390732646,0.001000000047
Adagrad,QUANTUM CNN,2,,14,4.045671701,0.6988400221,0.6815398335,0.9465702176,0.9302268028,0.001000000047
Adagrad,QUANTUM CNN,2,,15,4.045418262,0.69533813,0.6841644645,0.9420771599,0.9288523197,0.001000000047
Adagrad,QUANTUM CNN,2,,16,4.021183968,0.7008097768,0.6832895875,0.9336364865,0.9255796075,0.001000000047
Adagrad,QUANTUM CNN,2,,17,4.04056406,0.7106587887,0.695538044,0.9245963097,0.9115366936,0.001000000047
Adagrad,QUANTUM CNN,2,,18,4.074955702,0.7137229443,0.7051618695,0.9148716927,0.902515471,0.001000000047
Adagrad,QUANTUM CNN,2,,19,4.075520039,0.7170059085,0.7069116235,0.9089850783,0.8951880932,0.001000000047
Adagrad,QUANTUM CNN,2,,20,4.21679306,0.717443645,0.709536314,0.9041749239,0.8864409924,0.001000000047
Adagrad,QUANTUM CNN,2,,21,4.112572193,0.721383214,0.7156605721,0.8979017735,0.8808531165,0.001000000047
Adagrad,QUANTUM CNN,2,,22,4.121620417,0.7391114235,0.717410326,0.8890783191,0.8766659498,0.001000000047
Adagrad,QUANTUM CNN,2,,23,4.118974447,0.7454585433,0.725284338,0.8812443614,0.870052278,0.001000000047
Adagrad,QUANTUM CNN,2,,24,4.026654482,0.7349529266,0.732283473,0.8822479844,0.8654859662,0.001000000047
Adagrad,QUANTUM CNN,2,,25,4.074442863,0.7458962798,0.7287839055,0.8704319596,0.8627237678,0.001000000047
Adagrad,QUANTUM CNN,2,,26,4.052495718,0.7469905615,0.7366579175,0.8678722978,0.856800437,0.001000000047
Adagrad,QUANTUM CNN,2,,27,4.133160353,0.7485226393,0.7357830405,0.8634875417,0.8541181684,0.001000000047
Adagrad,QUANTUM CNN,2,,28,4.092850208,0.7531188726,0.7375327945,0.8607565165,0.8488157392,0.001000000047
Adagrad,QUANTUM CNN,2,,29,4.165011883,0.7553074956,0.74715662,0.8536652327,0.8420699835,0.001000000047
Adagrad,QUANTUM CNN,2,,30,4.069198132,0.7564018369,0.74715662,0.8488359451,0.8421680927,0.001000000047
Adagrad,QUANTUM CNN,3,,1,25.61731029,0.4382932186,0.2162872106,1.255527854,1.521005273,0.001000000047
Adagrad,QUANTUM CNN,3,,2,4.16852212,0.5091903806,0.3485113978,1.168921471,1.29335475,0.001000000047
Adagrad,QUANTUM CNN,3,,3,4.151876688,0.5361050367,0.5253940225,1.13793385,1.126620889,0.001000000047
Adagrad,QUANTUM CNN,3,,4,4.098656416,0.5645514131,0.5394045711,1.101971984,1.100220203,0.001000000047
Adagrad,QUANTUM CNN,3,,5,4.126815319,0.5748358965,0.5726795197,1.07669878,1.072140217,0.001000000047
Adagrad,QUANTUM CNN,3,,6,4.169379234,0.5842450857,0.5954465866,1.065175772,1.043797255,0.001000000047
Adagrad,QUANTUM CNN,3,,7,4.153423071,0.6039387584,0.5928196311,1.044707298,1.028368711,0.001000000047
Adagrad,QUANTUM CNN,3,,8,4.147913694,0.6181619167,0.6085814238,1.026708007,1.004096627,0.001000000047
Adagrad,QUANTUM CNN,3,,9,4.14086771,0.6183807254,0.6112083793,1.011845946,0.9934670925,0.001000000047
Adagrad,QUANTUM CNN,3,,10,4.235279083,0.62691468,0.6199649572,1.00503993,0.972841084,0.001000000047
Adagrad,QUANTUM CNN,3,,11,4.188398361,0.6135667562,0.598949194,1.003999949,0.9718391895,0.001000000047
Adagrad,QUANTUM CNN,3,,12,4.219746828,0.64398247,0.6217162609,0.9843569398,0.9594804645,0.001000000047
Adagrad,QUANTUM CNN,3,,13,4.161669493,0.6501094103,0.6208406091,0.9751538634,0.9522266984,0.001000000047
Adagrad,QUANTUM CNN,3,,14,4.067651987,0.6571115851,0.6313484907,0.9635674953,0.9359000325,0.001000000047
Adagrad,QUANTUM CNN,3,,15,4.142647743,0.6606127024,0.6234676242,0.9569526315,0.9341081977,0.001000000047
Adagrad,QUANTUM CNN,3,,16,4.076562643,0.6584244967,0.6287215352,0.9518213868,0.9394675493,0.001000000047
Adagrad,QUANTUM CNN,3,,17,4.066344261,0.7078774571,0.7749562263,0.9446507096,0.9117877483,0.001000000047
Adagrad,QUANTUM CNN,3,,18,4.18707633,0.7382932305,0.762697041,0.9349936247,0.9143663049,0.001000000047
Adagrad,QUANTUM CNN,3,,19,4.053867579,0.7540481687,0.7618213892,0.9370827675,0.9073798656,0.001000000047
Adagrad,QUANTUM CNN,3,,20,3.975385427,0.7619255781,0.7670753002,0.920396924,0.9013204575,0.001000000047
Adagrad,QUANTUM CNN,3,,21,4.032830715,0.7586433291,0.7705779076,0.9185788631,0.8908448815,0.001000000047
Adagrad,QUANTUM CNN,3,,22,3.969090462,0.7610503435,0.771453619,0.9122208953,0.8939622641,0.001000000047
Adagrad,QUANTUM CNN,3,,23,3.971676588,0.7730853558,0.7863397598,0.9075529575,0.8813352585,0.001000000047
Adagrad,QUANTUM CNN,3,,24,4.167296171,0.7829321623,0.7775831819,0.8946889639,0.8779008985,0.001000000047
Adagrad,QUANTUM CNN,3,,25,4.134363413,0.7862144709,0.794220686,0.8930338025,0.8656719923,0.001000000047
Adagrad,QUANTUM CNN,3,,26,4.179471254,0.7838074565,0.7924693227,0.8872737885,0.8647201657,0.001000000047
Adagrad,QUANTUM CNN,3,,27,4.092456579,0.7986871004,0.7898423672,0.8716627955,0.8612820506,0.001000000047
Adagrad,QUANTUM CNN,3,,28,4.244400978,0.7859956026,0.7968476415,0.8794136047,0.8568491936,0.001000000047
Adagrad,QUANTUM CNN,3,,29,4.208155394,0.7888402343,0.7985989451,0.8724681139,0.8531226516,0.001000000047
Adagrad,QUANTUM CNN,3,,30,4.208695173,0.7971553802,0.8038529158,0.8611657023,0.8423352838,0.001000000047
Adagrad,QUANTUM CNN,4,,1,21.51631927,0.4260393977,0.2478108555,1.352638602,1.420985222,0.001000000047
Adagrad,QUANTUM CNN,4,,2,4.100491285,0.5256017447,0.3721541166,1.260654688,1.340057731,0.001000000047
Adagrad,QUANTUM CNN,4,,3,4.176952839,0.5599562526,0.5429071784,1.224898577,1.193463326,0.001000000047
Adagrad,QUANTUM CNN,4,,4,4.129166365,0.5656455159,0.5542907119,1.203792453,1.178427458,0.001000000047
Adagrad,QUANTUM CNN,4,,5,4.135677338,0.5818380713,0.5665498972,1.183959007,1.165789366,0.001000000047
Adagrad,QUANTUM CNN,4,,6,4.151551008,0.5936542749,0.5823117495,1.168299437,1.133866549,0.001000000047
Adagrad,QUANTUM CNN,4,,7,4.204645872,0.6037198901,0.5814360976,1.153650641,1.131475329,0.001000000047
Adagrad,QUANTUM CNN,4,,8,4.132342815,0.6118161678,0.584938705,1.136963725,1.119771957,0.001000000047
Adagrad,QUANTUM CNN,4,,9,4.161206722,0.6137855649,0.5980735421,1.131492376,1.104195952,0.001000000047
Adagrad,QUANTUM CNN,4,,10,4.236414909,0.6251640916,0.6033275127,1.118297935,1.094856381,0.001000000047
Adagrad,QUANTUM CNN,4,,11,4.322346926,0.6358861923,0.6164623499,1.102627635,1.086238861,0.001000000047
Adagrad,QUANTUM CNN,4,,12,4.325140238,0.6420131326,0.6182136536,1.09275806,1.075805902,0.001000000047
Adagrad,QUANTUM CNN,4,,13,4.165325165,0.64398247,0.6225919724,1.086921811,1.066447139,0.001000000047
Adagrad,QUANTUM CNN,4,,14,4.154363155,0.6455142498,0.6234676242,1.081024885,1.062912941,0.001000000047
Adagrad,QUANTUM CNN,4,,15,4.123099089,0.6474835873,0.638353765,1.071900606,1.049218297,0.001000000047
Adagrad,QUANTUM CNN,4,,16,3.972077608,0.6466082931,0.6392294168,1.066913366,1.042113066,0.001000000047
Adagrad,QUANTUM CNN,4,,17,4.091155529,0.6527352333,0.6366024613,1.053546548,1.037678003,0.001000000047
Adagrad,QUANTUM CNN,4,,18,4.100956678,0.6573303938,0.633099854,1.048357844,1.035873055,0.001000000047
Adagrad,QUANTUM CNN,4,,19,4.062118769,0.6599562168,0.6593695283,1.042786121,1.013824463,0.001000000047
Adagrad,QUANTUM CNN,4,,20,4.133262396,0.6684901714,0.6392294168,1.032487988,1.018883109,0.001000000047
Adagrad,QUANTUM CNN,4,,21,4.097864151,0.6571115851,0.6506129503,1.035137773,1.007189989,0.001000000047
Adagrad,QUANTUM CNN,4,,22,4.04359293,0.66411376,0.6409807205,1.024261236,1.010316014,0.001000000047
Adagrad,QUANTUM CNN,4,,23,4.086912632,0.6656455398,0.6488616467,1.019333243,0.9970534444,0.001000000047
Adagrad,QUANTUM CNN,4,,24,4.193777561,0.6704595089,0.6576182246,1.010230899,0.9922888279,0.001000000047
Adagrad,QUANTUM CNN,4,,25,4.123674154,0.6726477146,0.652364254,1.004692316,0.9908703566,0.001000000047
Adagrad,QUANTUM CNN,4,,26,4.10231328,0.6687089801,0.6707530618,1.005938172,0.9729095697,0.001000000047
Adagrad,QUANTUM CNN,4,,27,4.103372574,0.6789934635,0.6654991508,0.9936821461,0.9739584327,0.001000000047
Adagrad,QUANTUM CNN,4,,28,4.068372011,0.6735229492,0.6637477875,0.9938263893,0.9690111279,0.001000000047
Adagrad,QUANTUM CNN,4,,29,4.113548756,0.6781181693,0.6584938765,0.9853433371,0.9741108418,0.001000000047
Adagrad,QUANTUM CNN,4,,30,4.072408438,0.6691465974,0.652364254,0.992267549,0.9692343473,0.001000000047
Adagrad,QUANTUM CNN,5,,1,20.51108432,0.3914660811,0.2635726929,1.318371415,1.423468232,0.001000000047
Adagrad,QUANTUM CNN,5,,2,4.092505455,0.4470459521,0.3485113978,1.240612864,1.327832341,0.001000000047
Adagrad,QUANTUM CNN,5,,3,4.110420704,0.4761487842,0.5367775559,1.206314683,1.157399893,0.001000000047
Adagrad,QUANTUM CNN,5,,4,4.124112844,0.4910284579,0.5420315266,1.164544344,1.12100482,0.001000000047
Adagrad,QUANTUM CNN,5,,5,4.163129807,0.5118162036,0.5691769123,1.138342738,1.089789629,0.001000000047
Adagrad,QUANTUM CNN,5,,6,4.123511314,0.5214442015,0.6173380017,1.120489597,1.065144897,0.001000000047
Adagrad,QUANTUM CNN,5,,7,4.082464933,0.5485776663,0.6199649572,1.099376082,1.066536784,0.001000000047
Adagrad,QUANTUM CNN,5,,8,4.12938571,0.5562363267,0.6322241426,1.083805919,1.044839263,0.001000000047
Adagrad,QUANTUM CNN,5,,9,4.091463327,0.5654267073,0.6199649572,1.072150946,1.051361918,0.001000000047
Adagrad,QUANTUM CNN,5,,10,4.077556849,0.5665208101,0.6401050687,1.065920353,1.037782311,0.001000000047
Adagrad,QUANTUM CNN,5,,11,4.126208305,0.5785558224,0.638353765,1.05146122,1.025361896,0.001000000047
Adagrad,QUANTUM CNN,5,,12,4.130261183,0.573522985,0.647110343,1.047754645,1.01655972,0.001000000047
Adagrad,QUANTUM CNN,5,,13,4.100534678,0.573522985,0.6348511577,1.044403791,1.014088631,0.001000000047
Adagrad,QUANTUM CNN,5,,14,4.117455482,0.5724288821,0.638353765,1.029995561,1.012202978,0.001000000047
Adagrad,QUANTUM CNN,5,,15,4.098234415,0.5765864253,0.6453590393,1.026708841,1.004628301,0.001000000047
Adagrad,QUANTUM CNN,5,,16,4.079725504,0.5809627771,0.6401050687,1.017849684,1.007177591,0.001000000047
Adagrad,QUANTUM CNN,5,,17,4.092891216,0.5835886002,0.6654991508,1.013396502,0.9938625097,0.001000000047
Adagrad,QUANTUM CNN,5,,18,4.057735443,0.5811816454,0.6549912691,1.010038257,0.9949524403,0.001000000047
Adagrad,QUANTUM CNN,5,,19,4.114002228,0.5894967318,0.6646234393,1.004421949,0.9923008084,0.001000000047
Adagrad,QUANTUM CNN,5,,20,4.097932816,0.6019693613,0.6514886022,0.9982680678,0.9941072464,0.001000000047
Adagrad,QUANTUM CNN,5,,21,4.091296673,0.5956236124,0.6654991508,1.000451684,0.9790002704,0.001000000047
Adagrad,QUANTUM CNN,5,,22,4.079473972,0.6063457131,0.6654991508,0.9921086431,0.9811987281,0.001000000047
Adagrad,QUANTUM CNN,5,,23,4.134674788,0.60218817,0.6593695283,0.9879168868,0.9758151174,0.001000000047
Adagrad,QUANTUM CNN,5,,24,4.104215384,0.6070021987,0.6742556691,0.9896846414,0.9646169543,0.001000000047
Adagrad,QUANTUM CNN,5,,25,4.130839825,0.6054704785,0.6681261063,0.9794044495,0.9679083228,0.001000000047
Adagrad,QUANTUM CNN,5,,26,4.237999678,0.5916848779,0.6725043654,0.9798598289,0.9624196887,0.001000000047
Adagrad,QUANTUM CNN,5,,27,4.272544861,0.6133479476,0.6742556691,0.9744597077,0.9640938044,0.001000000047
Adagrad,QUANTUM CNN,5,,28,4.386735678,0.6157549024,0.6663748026,0.9670565128,0.9630430341,0.001000000047
Adagrad,QUANTUM CNN,5,,29,4.309190989,0.6120350361,0.6733800173,0.965526402,0.9586022496,0.001000000047
Adagrad,QUANTUM CNN,5,,30,4.112588406,0.6072210073,0.6628721356,0.9631050825,0.955460608,0.001000000047
ADAM,FEDERATED QUANTUM CNN,1,1,1,20.85628605,0.3045,0.2948,1.3608,1.6171,0.001
ADAM,FEDERATED QUANTUM CNN,1,1,2,5.738938808,0.3885,0.5136,1.2753,1.1965,0.001
ADAM,FEDERATED QUANTUM CNN,1,1,3,5.724131823,0.4059,0.4619,1.2248,1.088,0.001
ADAM,FEDERATED QUANTUM CNN,1,1,4,5.717952967,0.5048,0.4864,1.2057,0.9903,0.001
ADAM,FEDERATED QUANTUM CNN,1,1,5,5.702991247,0.4821,0.5074,1.2028,0.9636,0.001
ADAM,FEDERATED QUANTUM CNN,1,1,6,5.762360334,0.5661,0.5389,1.1288,0.9794,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,1,18.55910134,0.315,0.4821,1.3651,1.0124,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,2,5.650481224,0.4121,0.4899,1.324,0.947,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,3,5.468126059,0.3893,0.4777,1.2917,0.9682,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,4,5.685228109,0.4357,0.5494,1.2556,1.0069,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,5,5.704684258,0.4243,0.5328,1.2197,0.9701,0.001
ADAM,FEDERATED QUANTUM CNN,1,2,6,5.553367853,0.4523,0.5241,1.2121,0.9911,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,1,21.50518751,0.2986,0.5267,1.3745,0.9311,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,2,5.668250561,0.3327,0.6037,1.3636,0.923,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,3,5.272825956,0.3564,0.6562,1.2874,0.8991,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,4,5.422312737,0.3975,0.6702,1.2597,0.9034,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,5,5.671448946,0.4615,0.6395,1.2436,0.9159,0.001
ADAM,FEDERATED QUANTUM CNN,1,3,6,5.541861773,0.4711,0.6763,1.2018,0.8358,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,1,19.21775532,0.317,0.6474,1.3726,0.8766,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,2,5.679281473,0.3765,0.7095,1.286,0.8076,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,3,5.475992203,0.3564,0.7078,1.2823,0.8183,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,4,5.660826445,0.486,0.6894,1.2372,0.81,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,5,5.63114953,0.556,0.7262,1.1837,0.7854,0.001
ADAM,FEDERATED QUANTUM CNN,1,4,6,5.717855453,0.5053,0.6702,1.2013,0.8082,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,1,19.376647,0.2504,0.685,1.3948,0.7821,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,2,5.535536289,0.296,0.7314,1.3393,0.7257,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,3,5.6664505,0.3144,0.7174,1.3096,0.7231,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,4,5.58270216,0.3012,0.72,1.2994,0.7336,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,5,5.646553993,0.4089,0.6903,1.2815,0.7983,0.001
ADAM,FEDERATED QUANTUM CNN,1,5,6,5.406368256,0.3511,0.6947,1.3029,0.7362,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,1,18.66499615,0.5241,0.2738,1.1863,1.3611,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,2,5.542680264,0.4943,0.5853,1.238,0.9703,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,3,5.737243891,0.5066,0.608,1.179,1.0713,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,4,5.788810492,0.5704,0.5293,1.1158,1.0493,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,5,5.807847261,0.5731,0.5451,1.0841,1.0622,0.001
ADAM,FEDERATED QUANTUM CNN,2,1,6,5.495874405,0.6194,0.6474,1.019,0.8496,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,1,18.89261436,0.5153,0.6535,1.1992,0.8119,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,2,5.356449366,0.5591,0.6745,1.1642,0.7938,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,3,5.210065842,0.5941,0.6815,1.1143,0.7536,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,4,5.638232946,0.5748,0.6623,1.1007,0.7767,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,5,5.661447048,0.5214,0.6763,1.1193,0.724,0.001
ADAM,FEDERATED QUANTUM CNN,2,2,6,5.336285591,0.5381,0.6833,1.1039,0.7222,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,1,19.33312941,0.5245,0.6868,1.1963,0.769,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,2,5.388762951,0.5657,0.6938,1.1658,0.6688,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,3,5.544536114,0.5876,0.6369,1.1103,0.7714,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,4,5.600646019,0.641,0.664,1.0486,0.7358,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,5,5.520843983,0.6103,0.6868,1.0596,0.7361,0.001
ADAM,FEDERATED QUANTUM CNN,2,3,6,5.674461603,0.5928,0.6903,1.0429,0.6581,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,1,19.2944994,0.5447,0.6973,1.176,0.659,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,2,5.593589783,0.5552,0.6982,1.1447,0.6489,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,3,5.411478758,0.6033,0.6938,1.097,0.663,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,4,5.599509478,0.5797,0.7113,1.113,0.6351,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,5,5.327397346,0.6095,0.7052,1.055,0.6441,0.001
ADAM,FEDERATED QUANTUM CNN,2,4,6,5.602381706,0.5613,0.7209,1.1073,0.6167,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,1,19.4531157,0.5158,0.7148,1.1956,0.6309,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,2,5.59909153,0.5184,0.7218,1.212,0.6134,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,3,5.6134727,0.5271,0.7244,1.1731,0.5948,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,4,5.617032528,0.5306,0.7192,1.1671,0.6109,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,5,5.458634377,0.5403,0.7104,1.1213,0.6318,0.001
ADAM,FEDERATED QUANTUM CNN,2,5,6,5.611037493,0.5508,0.7262,1.117,0.5954,0.001
ADAM,FEDERATED QUANTUM CNN,3,1,1,18.9285121,0.6562,0.282,0.9636,1.3391,0.001
ADAM,FEDERATED QUANTUM CNN,3,1,2,5.677329063,0.6369,0.6655,0.9555,1.0189,0.001
ADAM,FEDERATED QUANTUM CNN,3,1,3,5.651484013,0.6194,0.3835,0.9595,1.4326,0.001
ADAM,FEDERATED QUANTUM CNN,3,1,4,5.421331167,0.5818,0.6401,1.0002,0.8946,0.001
ADAM,FEDERATED QUANTUM CNN,3,1,5,5.754079103,0.622,0.5333,0.9224,1.0959,0.0005
ADAM,FEDERATED QUANTUM CNN,3,1,6,5.692747831,0.6579,0.6576,0.8633,0.848,0.0005
ADAM,FEDERATED QUANTUM CNN,3,2,1,19.30559182,0.6395,0.6462,0.9673,0.9427,0.001
ADAM,FEDERATED QUANTUM CNN,3,2,2,5.602851391,0.6299,0.6427,0.9564,0.8033,0.001
ADAM,FEDERATED QUANTUM CNN,3,2,3,5.688230515,0.6422,0.6427,0.9353,0.8056,0.001
ADAM,FEDERATED QUANTUM CNN,3,2,4,5.617958546,0.6282,0.366,0.9128,1.6827,0.001
ADAM,FEDERATED QUANTUM CNN,3,2,5,5.780773163,0.5871,0.6856,1.0037,0.7483,0.001
ADAM,FEDERATED QUANTUM CNN,3,2,6,5.718718529,0.5984,0.6313,1.0028,0.8227,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,1,20.88275242,0.6121,0.7049,1.0059,0.7345,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,2,5.982225895,0.634,0.7189,0.9959,0.7027,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,3,5.483997345,0.634,0.6918,0.9755,0.7931,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,4,6.021278381,0.6086,0.6576,0.9756,0.81,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,5,5.612110853,0.6313,0.7207,0.9443,0.7109,0.001
ADAM,FEDERATED QUANTUM CNN,3,3,6,5.619624376,0.6489,0.7215,0.9147,0.6749,0.001
ADAM,FEDERATED QUANTUM CNN,3,4,1,19.54501724,0.6191,0.7592,1.0112,0.6662,0.001
ADAM,FEDERATED QUANTUM CNN,3,4,2,5.477994204,0.634,0.7215,0.9926,0.6835,0.001
ADAM,FEDERATED QUANTUM CNN,3,4,3,5.569606543,0.5928,0.7627,1.0122,0.6509,0.001
ADAM,FEDERATED QUANTUM CNN,3,4,4,5.562223911,0.5858,0.6988,1.0235,0.7857,0.001
ADAM,FEDERATED QUANTUM CNN,3,4,5,5.530493259,0.6296,0.7426,0.9661,0.6633,0.0005
ADAM,FEDERATED QUANTUM CNN,3,4,6,5.276835442,0.6506,0.7399,0.9123,0.6862,0.0005
ADAM,FEDERATED QUANTUM CNN,3,5,1,19.49011087,0.6025,0.7504,1.0108,0.6719,0.001
ADAM,FEDERATED QUANTUM CNN,3,5,2,5.415019274,0.5946,0.7443,1.0015,0.6675,0.001
ADAM,FEDERATED QUANTUM CNN,3,5,3,5.558880568,0.6357,0.2408,0.9365,1.5106,0.001
ADAM,FEDERATED QUANTUM CNN,3,5,4,5.581893206,0.5744,0.606,0.9986,1.0211,0.001
ADAM,FEDERATED QUANTUM CNN,3,5,5,5.491480589,0.6235,0.6252,0.9453,0.9634,0.001
ADAM,FEDERATED QUANTUM CNN,3,5,6,5.426608562,0.6173,0.6419,0.9383,0.8873,0.0005
ADAM,FEDERATED QUANTUM CNN,4,1,1,18.54261112,0.671,0.6506,0.8574,0.8328,0.001
ADAM,FEDERATED QUANTUM CNN,4,1,2,5.353552818,0.6894,0.6384,0.8274,0.8686,0.001
ADAM,FEDERATED QUANTUM CNN,4,1,3,5.271644354,0.5958,0.6795,0.9669,0.7813,0.001
ADAM,FEDERATED QUANTUM CNN,4,1,4,5.556535006,0.5792,0.6147,0.9764,0.8692,0.001
ADAM,FEDERATED QUANTUM CNN,4,1,5,5.41305685,0.6334,0.641,0.8866,0.895,0.0005
ADAM,FEDERATED QUANTUM CNN,4,2,1,5.501056194,0.6597,0.6576,0.8735,0.811,0.001
ADAM,FEDERATED QUANTUM CNN,4,2,2,19.10112047,0.6737,0.6699,0.8463,0.7495,0.001
ADAM,FEDERATED QUANTUM CNN,4,2,3,5.541776896,0.6142,0.6961,0.9143,0.722,0.001
ADAM,FEDERATED QUANTUM CNN,4,2,4,5.403609991,0.6457,0.6953,0.8464,0.7024,0.001
ADAM,FEDERATED QUANTUM CNN,4,2,5,5.494745016,0.6527,0.6979,0.8479,0.7057,0.0005
ADAM,FEDERATED QUANTUM CNN,4,3,1,5.566340685,0.6489,0.6506,0.8771,0.8387,0.001
ADAM,FEDERATED QUANTUM CNN,4,3,2,5.614031792,0.6585,0.7154,0.8534,0.6448,0.001
ADAM,FEDERATED QUANTUM CNN,4,3,3,19.44663048,0.6576,0.7128,0.8484,0.6666,0.001
ADAM,FEDERATED QUANTUM CNN,4,3,4,5.524780273,0.6532,0.7067,0.8837,0.6629,0.001
