Round,Client,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
1,1,1,20.745110988616943,0.36657917499542236,,1.8575670719146729,,1.5625000742147677e-05
1,1,2,6.108303546905518,0.48293963074684143,,1.3938968181610107,,1.5625000742147677e-05
1,1,3,5.922872304916382,0.5223097205162048,,1.2672617435455322,,1.5625000742147677e-05
1,1,4,5.917477130889893,0.581802248954773,,1.1891413927078247,,1.5625000742147677e-05
1,1,5,5.848236799240112,0.5809273719787598,,1.1667907238006592,,1.5625000742147677e-05
1,1,6,6.025139093399048,0.6019247770309448,,1.0511759519577026,,1.5625000742147677e-05
1,2,1,18.78586196899414,0.34383201599121094,,1.9900643825531006,,1.5625000742147677e-05
1,2,2,5.804623365402222,0.4523184597492218,,1.513617992401123,,1.5625000742147677e-05
1,2,3,5.93346643447876,0.5205599069595337,,1.3562572002410889,,1.5625000742147677e-05
1,2,4,6.050512790679932,0.5450568795204163,,1.2607743740081787,,1.5625000742147677e-05
1,2,5,5.713191509246826,0.5730533599853516,,1.2038934230804443,,1.5625000742147677e-05
1,2,6,5.981400012969971,0.5966753959655762,,1.1324717998504639,,1.5625000742147677e-05
1,3,1,22.47412419319153,0.31611207127571106,,2.0658912658691406,,1.5625000742147677e-05
1,3,2,5.977916479110718,0.42119088768959045,,1.6322213411331177,,1.5625000742147677e-05
1,3,3,5.636220932006836,0.48248687386512756,,1.469954490661621,,1.5625000742147677e-05
1,3,4,5.806989431381226,0.5026269555091858,,1.3312911987304688,,1.5625000742147677e-05
1,3,5,5.821586608886719,0.5490368008613586,,1.2408016920089722,,1.5625000742147677e-05
1,3,6,5.742703437805176,0.5560420155525208,,1.202945590019226,,1.5625000742147677e-05
1,4,1,19.788450002670288,0.2950963079929352,,2.122546434402466,,1.5625000742147677e-05
1,4,2,5.960970163345337,0.43520140647888184,,1.5580987930297852,,1.5625000742147677e-05
1,4,3,5.850181341171265,0.5017513036727905,,1.4270037412643433,,1.5625000742147677e-05
1,4,4,5.8753437995910645,0.5253940224647522,,1.3207112550735474,,1.5625000742147677e-05
1,4,5,5.641666889190674,0.553415060043335,,1.1508846282958984,,1.5625000742147677e-05
1,4,6,5.990070104598999,0.5691769123077393,,1.173482060432434,,1.5625000742147677e-05
1,5,1,19.567037105560303,0.30647987127304077,,2.1428487300872803,,1.5625000742147677e-05
1,5,2,6.175461530685425,0.40980735421180725,,1.7219655513763428,,1.5625000742147677e-05
1,5,3,6.0681211948394775,0.4500875771045685,,1.5687870979309082,,1.5625000742147677e-05
1,5,4,5.879503965377808,0.49474605917930603,,1.4169713258743286,,1.5625000742147677e-05
1,5,5,6.04747748374939,0.5227670669555664,,1.3502923250198364,,1.5625000742147677e-05
1,5,6,6.100822687149048,0.5262696743011475,,1.28799569606781,,1.5625000742147677e-05
2,1,1,19.39379072189331,0.5905511975288391,,1.144936203956604,,1.5625000742147677e-05
2,1,2,6.127201557159424,0.5966753959655762,,1.0966559648513794,,1.5625000742147677e-05
2,1,3,6.145752191543579,0.6150481104850769,,1.0504486560821533,,1.5625000742147677e-05
2,1,4,5.928647756576538,0.6089239120483398,,1.1077018976211548,,1.5625000742147677e-05
2,1,5,6.10847806930542,0.6062992215156555,,1.045893907546997,,1.5625000742147677e-05
2,1,6,5.927415609359741,0.635170578956604,,1.0459955930709839,,1.5625000742147677e-05
2,2,1,19.34305167198181,0.5581802129745483,,1.2074172496795654,,1.5625000742147677e-05
2,2,2,6.115021467208862,0.5783027410507202,,1.1561373472213745,,1.5625000742147677e-05
2,2,3,5.912820100784302,0.5844269394874573,,1.142893671989441,,1.5625000742147677e-05
2,2,4,6.206313610076904,0.6054243445396423,,1.089530348777771,,1.5625000742147677e-05
2,2,5,6.18151330947876,0.595800518989563,,1.094828486442566,,1.5625000742147677e-05
2,2,6,5.780884742736816,0.6316710114479065,,1.0442290306091309,,1.5625000742147677e-05
2,3,1,19.71052837371826,0.582311749458313,,1.1732505559921265,,1.5625000742147677e-05
2,3,2,5.876505136489868,0.585814356803894,,1.1726174354553223,,1.5625000742147677e-05
2,3,3,6.053182125091553,0.5928196310997009,,1.134333848953247,,1.5625000742147677e-05
2,3,4,5.823530197143555,0.5936952829360962,,1.1190826892852783,,1.5625000742147677e-05
2,3,5,5.664542198181152,0.596322238445282,,1.0662493705749512,,1.5625000742147677e-05
2,3,6,6.26464581489563,0.6260945796966553,,1.0481772422790527,,1.5625000742147677e-05
2,4,1,19.78441286087036,0.5683012008666992,,1.1831064224243164,,1.5625000742147677e-05
2,4,2,5.807139158248901,0.5726795196533203,,1.1645723581314087,,1.5625000742147677e-05
