Fold,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
1,1,38.10034108161926,0.45108339190483093,0.3639545142650604,1.209511637687683,1.299649953842163,0.0010000000474974513
1,2,4.081011533737183,0.5559203624725342,0.5144357085227966,1.1224538087844849,1.1218881607055664,0.0010000000474974513
1,3,4.049401760101318,0.6014445424079895,0.6237969994544983,1.0891404151916504,1.0530260801315308,0.0010000000474974513
1,4,4.056107521057129,0.6296782493591309,0.6657917499542236,1.0678659677505493,1.0234601497650146,0.0010000000474974513
1,5,4.138493776321411,0.661413848400116,0.6710411310195923,1.0396960973739624,1.0156599283218384,0.0010000000474974513
1,6,4.124234199523926,0.6789231896400452,0.7060367465019226,1.0246033668518066,0.9826812744140625,0.0010000000474974513
1,7,4.0626537799835205,0.6909608244895935,0.6937882900238037,1.011443018913269,0.9824730157852173,0.0010000000474974513
1,8,4.0777809619903564,0.7023418545722961,0.7130358815193176,0.9980894923210144,0.9671173691749573,0.0010000000474974513
1,9,4.08415150642395,0.7261983156204224,0.7375327944755554,0.9837031364440918,0.9526559710502625,0.0010000000474974513
1,10,4.189799547195435,0.7301378846168518,0.7279090285301208,0.9743492603302002,0.9476023316383362,0.0010000000474974513
1,11,4.143085956573486,0.7325454354286194,0.7401574850082397,0.9649177193641663,0.9375167489051819,0.0010000000474974513
1,12,4.062525272369385,0.7362661361694336,0.7559055089950562,0.9562473893165588,0.9265202879905701,0.0010000000474974513
1,13,4.00771427154541,0.7443642020225525,0.7471566200256348,0.9485087394714355,0.92433100938797,0.0010000000474974513
1,14,4.091883420944214,0.7491792440414429,0.7585301995277405,0.9411149024963379,0.9178776741027832,0.0010000000474974513
1,15,4.0081236362457275,0.7620923519134521,0.7751531004905701,0.9284554123878479,0.9050902724266052,0.0010000000474974513
1,16,4.0820159912109375,0.7629678249359131,0.7672790884971619,0.9237326979637146,0.903915524482727,0.0010000000474974513
1,17,4.065503358840942,0.7706281542778015,0.7821522355079651,0.9183059334754944,0.894981324672699,0.0010000000474974513
1,18,4.230726957321167,0.7640621662139893,0.7795275449752808,0.9176051616668701,0.8915988206863403,0.0010000000474974513
1,19,4.134112596511841,0.7817903161048889,0.7970253825187683,0.9070796966552734,0.8784804940223694,0.0010000000474974513
1,20,4.0547003746032715,0.7811337113380432,0.7979002594947815,0.8986812829971313,0.8708800673484802,0.0010000000474974513
1,21,4.027851343154907,0.7791639566421509,0.7917760014533997,0.8943585753440857,0.8736675977706909,0.0010000000474974513
1,22,4.05168890953064,0.7879185676574707,0.7952755689620972,0.8874483704566956,0.8652899265289307,0.0010000000474974513
1,23,3.995260715484619,0.794484555721283,0.794400691986084,0.8819268941879272,0.8683421611785889,0.0010000000474974513
1,24,4.327880620956421,0.7868242263793945,0.8048993945121765,0.8758271336555481,0.8551697731018066,0.0010000000474974513
1,25,4.302533149719238,0.790107250213623,0.794400691986084,0.8729560375213623,0.8581193089485168,0.0010000000474974513
1,26,4.101334571838379,0.7949222922325134,0.7996500730514526,0.8662070631980896,0.8551983833312988,0.0010000000474974513
1,27,4.060387134552002,0.8006128072738647,0.8022747039794922,0.8622938990592957,0.8520007729530334,0.0010000000474974513
1,28,3.96459698677063,0.7988619208335876,0.8188976645469666,0.8576943874359131,0.8364846110343933,0.0010000000474974513
1,29,3.9829928874969482,0.8032392263412476,0.8057742714881897,0.8516420722007751,0.837797999382019,0.0010000000474974513
1,30,3.944284439086914,0.8093674778938293,0.8223971724510193,0.8464100360870361,0.8260492086410522,0.0010000000474974513
2,1,25.581825017929077,0.39461588859558105,0.41119858622550964,1.2480528354644775,1.2564340829849243,0.0010000000474974513
2,2,4.1074512004852295,0.4445174038410187,0.46194225549697876,1.1355876922607422,1.133989930152893,0.0010000000474974513
2,3,4.012850522994995,0.5699277520179749,0.5669291615486145,1.101192593574524,1.0763236284255981,0.0010000000474974513
2,4,4.09089207649231,0.6104180216789246,0.5931758284568787,1.0737546682357788,1.052781343460083,0.0010000000474974513
2,5,4.158194065093994,0.6266141533851624,0.6202974915504456,1.0541490316390991,1.0334593057632446,0.0010000000474974513
2,6,4.180543422698975,0.640840470790863,0.6194225549697876,1.0348948240280151,1.0213968753814697,0.0010000000474974513
2,7,4.1277055740356445,0.6537535786628723,0.6386701464653015,1.0228137969970703,1.005252718925476,0.0010000000474974513
2,8,4.013044595718384,0.6633836627006531,0.642169713973999,1.0081830024719238,0.9960986375808716,0.0010000000474974513
2,9,4.0854315757751465,0.6736704111099243,0.6640419960021973,0.991819441318512,0.9742392301559448,0.0010000000474974513
2,10,4.127418756484985,0.677828848361969,0.668416440486908,0.9854481816291809,0.9662634134292603,0.0010000000474974513
2,11,4.093281507492065,0.6852703094482422,0.6710411310195923,0.9778674840927124,0.9659532904624939,0.0010000000474974513
2,12,4.226339101791382,0.6896476149559021,0.6692913174629211,0.962495744228363,0.9534273743629456,0.0010000000474974513
2,13,4.090480089187622,0.6962136030197144,0.6832895874977112,0.9542340636253357,0.9390732645988464,0.0010000000474974513
2,14,4.045671701431274,0.6988400220870972,0.6815398335456848,0.9465702176094055,0.9302268028259277,0.0010000000474974513
2,15,4.0454182624816895,0.6953381299972534,0.6841644644737244,0.9420771598815918,0.9288523197174072,0.0010000000474974513
2,16,4.021183967590332,0.7008097767829895,0.6832895874977112,0.933636486530304,0.9255796074867249,0.0010000000474974513
2,17,4.040564060211182,0.7106587886810303,0.6955380439758301,0.9245963096618652,0.911536693572998,0.0010000000474974513
2,18,4.074955701828003,0.7137229442596436,0.7051618695259094,0.9148716926574707,0.9025154709815979,0.0010000000474974513
2,19,4.075520038604736,0.7170059084892273,0.7069116234779358,0.9089850783348083,0.8951880931854248,0.0010000000474974513
2,20,4.216793060302734,0.7174436450004578,0.7095363140106201,0.9041749238967896,0.8864409923553467,0.0010000000474974513
2,21,4.112572193145752,0.7213832139968872,0.715660572052002,0.8979017734527588,0.8808531165122986,0.0010000000474974513
2,22,4.121620416641235,0.7391114234924316,0.7174103260040283,0.8890783190727234,0.8766659498214722,0.0010000000474974513
