Round,Client,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
1,1,1,21.634642362594604,0.24059492349624634,,1.3962289094924927,,0.0010000000474974513
1,1,2,5.810002326965332,0.33945757150650024,,1.3506009578704834,,0.0010000000474974513
1,1,3,5.757587671279907,0.404199481010437,,1.295867681503296,,0.0010000000474974513
1,1,4,5.8272294998168945,0.49343833327293396,,1.2201825380325317,,0.0010000000474974513
1,1,5,5.814674139022827,0.5328084230422974,,1.151206612586975,,0.0010000000474974513
1,1,6,5.959882020950317,0.6036745309829712,,1.0829100608825684,,0.0010000000474974513
1,2,1,19.15527319908142,0.3604549467563629,,1.3369678258895874,,0.0010000000474974513
1,2,2,5.765168190002441,0.41119858622550964,,1.2458326816558838,,0.0010000000474974513
1,2,3,5.870300531387329,0.49343833327293396,,1.1471588611602783,,0.0010000000474974513
1,2,4,5.819998741149902,0.5450568795204163,,1.085640549659729,,0.0010000000474974513
1,2,5,5.882634162902832,0.5984252095222473,,1.0256454944610596,,0.0010000000474974513
1,2,6,5.7892210483551025,0.6080489754676819,,0.9729509353637695,,0.0010000000474974513
1,3,1,22.167858600616455,0.2486865222454071,,1.388046383857727,,0.0010000000474974513
1,3,2,5.72863245010376,0.32749563455581665,,1.353147268295288,,0.0010000000474974513
1,3,3,5.465576887130737,0.4527145326137543,,1.259495496749878,,0.0010000000474974513
1,3,4,5.90528130531311,0.5113835334777832,,1.1685755252838135,,0.0010000000474974513
1,3,5,5.611158609390259,0.5586690306663513,,1.0691969394683838,,0.0010000000474974513
1,3,6,5.796450138092041,0.5761821269989014,,1.0290584564208984,,0.0010000000474974513
1,4,1,19.41069006919861,0.326619952917099,,1.3575128316879272,,0.0010000000474974513
1,4,2,6.025219440460205,0.41681259870529175,,1.2506464719772339,,0.0010000000474974513
1,4,3,5.818943738937378,0.4360770583152771,,1.2011449337005615,,0.0010000000474974513
1,4,4,5.686223268508911,0.5175131559371948,,1.1110198497772217,,0.0010000000474974513
1,4,5,5.856064319610596,0.5805604457855225,,1.0524410009384155,,0.0010000000474974513
1,4,6,6.030957937240601,0.6322241425514221,,0.9768410325050354,,0.0010000000474974513
1,5,1,19.412627935409546,0.2767075300216675,,1.3770534992218018,,0.0010000000474974513
1,5,2,5.787473201751709,0.4001751244068146,,1.3219444751739502,,0.0010000000474974513
1,5,3,5.588244199752808,0.48686516284942627,,1.2472268342971802,,0.0010000000474974513
1,5,4,6.019099473953247,0.5464097857475281,,1.178945779800415,,0.0010000000474974513
1,5,5,5.9546873569488525,0.5639229416847229,,1.1090821027755737,,0.0010000000474974513
1,5,6,5.716434955596924,0.5945709347724915,,1.0486232042312622,,0.0010000000474974513
