Round,Total_Comm_Bytes,RoundTimeSec,ValLoss,ValAcc
1,32539200,252.895934343338,1.4123318195343018,0.2620508372783661
2,32539200,243.7974977493286,1.320541501045227,0.3426818549633026
3,32539200,248.29967284202576,1.257747769355774,0.40403154492378235
4,32539200,244.76595187187195,1.2770938873291016,0.41016653180122375
5,32539200,248.16220235824585,1.276812195777893,0.4014022648334503
