Round,Total_Comm_Bytes,RoundTimeSec,ValLoss,ValAcc
1,32539200,261.5432960987091,1.4220772981643677,0.3111305832862854
2,32539200,254.88046741485596,1.2430438995361328,0.4583698511123657
3,32539200,255.63115811347961,1.2946468591690063,0.48641541600227356
4,32539200,255.25429606437683,1.3890645503997803,0.47239264845848083
5,32539200,242.53166842460632,1.3857489824295044,0.4829097390174866
