Round,Total_Comm_Bytes,RoundTimeSec,ValLoss,ValAcc
1,32539200,470.86556601524353,1.503103256225586,0.23137599229812622
2,32539200,445.6569163799286,1.5399147272109985,0.2550394535064697
3,32539200,463.33563327789307,1.5493141412734985,0.2550394535064697
4,32539200,464.4526672363281,1.562374234199524,0.2550394535064697
5,32539200,446.3279814720154,1.7230521440505981,0.24101665616035461
