Round,Client,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
1,1,1,15.536476373672485,0.27121609449386597,,1.4462779760360718,,0.0010000000474974513
1,1,2,14.787496566772461,0.40332457423210144,,1.3371089696884155,,0.0010000000474974513
1,1,3,15.399134159088135,0.37182852625846863,,1.3256354331970215,,0.0010000000474974513
1,1,4,15.003969669342041,0.334208220243454,,1.3279954195022583,,0.0010000000474974513
1,1,5,15.140716552734375,0.4356955289840698,,1.2598029375076294,,0.0010000000474974513
1,1,6,15.658159494400024,0.4094488322734833,,1.261737585067749,,0.0010000000474974513
1,2,1,16.687174558639526,0.2694663107395172,,1.4313480854034424,,0.0010000000474974513
1,2,2,15.445753574371338,0.4173228442668915,,1.3007336854934692,,0.0010000000474974513
1,2,3,15.355043888092041,0.5293088555335999,,1.2145822048187256,,0.0010000000474974513
1,2,4,15.14694857597351,0.4916885495185852,,1.1536294221878052,,0.0010000000474974513
1,2,5,15.13269829750061,0.5879265069961548,,1.0810658931732178,,0.0010000000474974513
1,2,6,15.20279312133789,0.5389326214790344,,1.1160123348236084,,0.0010000000474974513
1,3,1,16.268373489379883,0.2723292410373688,,1.4356846809387207,,0.0010000000474974513
1,3,2,14.035170555114746,0.3222416937351227,,1.36497962474823,,0.0010000000474974513
1,3,3,14.70785117149353,0.3861646354198456,,1.3516281843185425,,0.0010000000474974513
1,3,4,14.958486795425415,0.3905428946018219,,1.3678557872772217,,0.0010000000474974513
1,3,5,15.154572010040283,0.4448336362838745,,1.3168556690216064,,0.0010000000474974513
1,3,6,15.024508476257324,0.4632224142551422,,1.2992002964019775,,0.0010000000474974513
1,4,1,15.904398441314697,0.28458845615386963,,1.393097996711731,,0.0010000000474974513
1,4,2,15.197351694107056,0.3450087606906891,,1.3564038276672363,,0.0010000000474974513
1,4,3,15.138444185256958,0.42994746565818787,,1.295410394668579,,0.0010000000474974513
1,4,4,15.26687240600586,0.3633975386619568,,1.348347783088684,,0.0010000000474974513
1,4,5,15.115176916122437,0.4859894812107086,,1.2001837491989136,,0.0010000000474974513
1,4,6,14.81148886680603,0.5017513036727905,,1.1511834859848022,,0.0010000000474974513
1,5,1,15.031502723693848,0.32136601209640503,,1.3596673011779785,,0.0010000000474974513
1,5,2,15.424305438995361,0.5262696743011475,,1.2254685163497925,,0.0010000000474974513
1,5,3,15.009298086166382,0.48774081468582153,,1.2132201194763184,,0.0010000000474974513
1,5,4,15.190565824508667,0.5262696743011475,,1.1394761800765991,,0.0010000000474974513
1,5,5,15.535255193710327,0.5218914151191711,,1.1360406875610352,,0.0010000000474974513
1,5,6,15.694844484329224,0.4859894812107086,,1.1798368692398071,,0.0010000000474974513
2,1,1,14.93949007987976,0.4094488322734833,,1.2672348022460938,,0.0010000000474974513
2,1,2,14.98618221282959,0.4715660512447357,,1.1649667024612427,,0.0010000000474974513
2,1,3,15.597043991088867,0.46281716227531433,,1.1688934564590454,,0.0010000000474974513
2,1,4,14.803600549697876,0.5476815104484558,,1.1046794652938843,,0.0010000000474974513
2,1,5,15.57538104057312,0.563429594039917,,1.062134861946106,,0.0010000000474974513
2,1,6,15.021112203598022,0.5371828675270081,,1.0578670501708984,,0.0010000000474974513
2,2,1,15.093457698822021,0.420822411775589,,1.2746950387954712,,0.0010000000474974513
2,2,2,14.67048692703247,0.3919509947299957,,1.3218914270401,,0.0010000000474974513
2,2,3,15.79439401626587,0.3490813672542572,,1.3598053455352783,,0.0010000000474974513
2,2,4,15.37827467918396,0.3333333432674408,,1.3292057514190674,,0.0005000000237487257
2,3,1,15.32005763053894,0.3099824786186218,,1.367260217666626,,0.0010000000474974513
2,3,2,15.197956323623657,0.43520140647888184,,1.3265262842178345,,0.0010000000474974513
2,3,3,16.723093271255493,0.3975481688976288,,1.3042330741882324,,0.0010000000474974513
2,3,4,15.507246971130371,0.5070052742958069,,1.2689296007156372,,0.0010000000474974513
