Fold,Epoch,Time,Train_Loss,Train_Acc,Val_Loss,Val_Acc
3,5,4.164300441741943,0.40669694542884827,0.8531728386878967,0.30820539593696594,0.8879159092903137
3,6,4.108224153518677,0.3417454957962036,0.8761488199234009,0.5821039080619812,0.7907180190086365
3,7,4.12140154838562,0.3164660334587097,0.8835886120796204,0.2720470428466797,0.8957968354225159
3,8,4.147714138031006,0.27185001969337463,0.9021881818771362,0.5653182864189148,0.8056042194366455
3,9,4.107763051986694,0.23417453467845917,0.916630208492279,0.23042412102222443,0.9203152656555176
3,10,4.1741673946380615,0.20783686637878418,0.9247264862060547,0.2731988728046417,0.9133099913597107
3,11,4.188284158706665,0.19162358343601227,0.9323851466178894,0.17814147472381592,0.9395796656608582
3,12,4.16599440574646,0.16904820501804352,0.942450761795044,0.24923206865787506,0.914185643196106
3,13,4.12882137298584,0.17159903049468994,0.939387321472168,0.17002640664577484,0.9439579844474792
3,14,4.114938020706177,0.12752564251422882,0.9549233913421631,0.13460040092468262,0.9535902142524719
3,15,4.165459632873535,0.138746440410614,0.9520787596702576,0.14811958372592926,0.9553415179252625
3,16,4.189096450805664,0.1313776969909668,0.9525164365768433,0.3833461105823517,0.8686515092849731
3,17,4.146270990371704,0.11701513081789017,0.9608315229415894,0.1504553258419037,0.9483362436294556
3,18,4.12716269493103,0.09698616713285446,0.967396080493927,0.2155618667602539,0.9334501028060913
3,19,4.152576684951782,0.08833745121955872,0.9724288582801819,0.19109424948692322,0.946584939956665
3,20,4.130264520645142,0.07285221666097641,0.9750546813011169,0.19412221014499664,0.9404553174972534
3,21,4.174060344696045,0.07003002613782883,0.973522961139679,0.17193882167339325,0.9518388509750366
3,22,4.170090913772583,0.06791887432336807,0.9763675928115845,0.13901695609092712,0.9649737477302551
3,23,4.1375572681427,0.07381893694400787,0.9752735495567322,0.13457517325878143,0.960595428943634
3,24,4.113716125488281,0.059316862374544144,0.9796499013900757,0.1328885704278946,0.9684763550758362
3,25,4.1555986404418945,0.05118240416049957,0.9824945330619812,0.17370305955410004,0.9483362436294556
3,26,4.16966438293457,0.061474256217479706,0.9811816215515137,0.15509779751300812,0.9535902142524719
3,27,4.123061418533325,0.05982203409075737,0.9789934158325195,0.22738081216812134,0.9492118954658508
3,28,4.136902809143066,0.045761093497276306,0.9846827387809753,0.18599525094032288,0.9562171697616577
3,29,4.122213363647461,0.05838194489479065,0.9822757244110107,0.12111877650022507,0.9658493995666504
3,30,4.13475775718689,0.04307931289076805,0.9851203560829163,0.1291532665491104,0.9658493995666504
4,1,17.03828763961792,0.764397144317627,0.7120350003242493,10.033175468444824,0.27758318185806274
4,2,4.110908031463623,0.5130510926246643,0.8144420385360718,0.5406274795532227,0.7898423671722412
4,3,4.168434381484985,0.44904443621635437,0.8319475054740906,0.4662151634693146,0.8091068267822266
4,4,4.213937759399414,0.356741726398468,0.8741794228553772,0.3704647421836853,0.8458844423294067
4,5,4.138989448547363,0.30982595682144165,0.8862144351005554,0.2915218770503998,0.9028021097183228
4,6,4.1893393993377686,0.26843276619911194,0.9006564617156982,0.36653825640678406,0.8651488423347473
4,7,4.148715019226074,0.23371386528015137,0.9168490171432495,0.4434036910533905,0.8590192794799805
4,8,4.291179895401001,0.22412192821502686,0.9234135746955872,0.19424517452716827,0.9308230876922607
4,9,4.3196916580200195,0.19194462895393372,0.9365426898002625,0.19904598593711853,0.9246935248374939
4,10,4.2552642822265625,0.16673482954502106,0.9415754675865173,0.21492697298526764,0.9290717840194702
4,11,4.16633152961731,0.14412185549736023,0.949234127998352,0.18814799189567566,0.9369527101516724
4,12,4.1507134437561035,0.1395193189382553,0.95076584815979,0.2321098893880844,0.932574450969696
4,13,4.1539623737335205,0.12756970524787903,0.9538293480873108,0.20215868949890137,0.9378283619880676
4,14,4.165836572647095,0.1132614016532898,0.9623632431030273,0.19283320009708405,0.943082332611084
4,15,4.223196268081665,0.10609989613294601,0.9619256258010864,0.17184986174106598,0.9474605917930603
4,16,4.187942266464233,0.07938343286514282,0.9713348150253296,0.131401926279068,0.9544658660888672
4,17,4.126082181930542,0.09202229976654053,0.9665207862854004,0.23689936101436615,0.9299474358558655
4,18,4.281973838806152,0.07274581491947174,0.9748358726501465,0.16765080392360687,0.9509631991386414
4,19,4.132124185562134,0.08097726851701736,0.971991240978241,0.16753093898296356,0.9553415179252625
4,20,4.137786865234375,0.04994535446166992,0.9829321503639221,0.18366262316703796,0.9500875473022461
4,21,4.197676181793213,0.05910217761993408,0.9805251359939575,0.18290075659751892,0.9562171697616577
4,22,4.196995258331299,0.06677562743425369,0.9811816215515137,0.2142290323972702,0.9527145624160767
4,23,4.159815549850464,0.07498175650835037,0.9757111668586731,0.1953693926334381,0.9422066807746887
4,24,4.130192041397095,0.053868360817432404,0.9814004302024841,0.24745124578475952,0.9404553174972534
4,25,4.168830156326294,0.05323406681418419,0.9842450618743896,0.23537908494472504,0.9395796656608582
4,26,4.158073425292969,0.05297083035111427,0.9822757244110107,0.2400241494178772,0.9404553174972534
4,27,4.132561683654785,0.05350508540868759,0.9827133417129517,0.17852051556110382,0.9483362436294556
4,28,4.119488000869751,0.04004386439919472,0.9875273704528809,0.3110416531562805,0.917688250541687
4,29,4.179112911224365,0.040156442672014236,0.9879649877548218,0.2285563200712204,0.9474605917930603
4,30,4.155041217803955,0.037124961614608765,0.9866520762443542,0.17353053390979767,0.9562171697616577
5,1,17.16266369819641,0.6967668533325195,0.7431071996688843,2.961639881134033,0.2854641079902649
5,2,4.195094585418701,0.4749404191970825,0.8288840055465698,0.4337462782859802,0.8441330790519714
5,3,4.167939186096191,0.3963911831378937,0.8579868674278259,0.33049362897872925,0.8677758574485779
5,4,4.176062107086182,0.32923218607902527,0.8842450976371765,0.3131310045719147,0.8721541166305542
5,5,4.1720216274261475,0.2916985750198364,0.9019693732261658,0.26755261421203613,0.889667272567749
5,6,4.221621751785278,0.23158031702041626,0.9223194718360901,0.2522681951522827,0.9203152656555176
5,7,4.150248050689697,0.2111252248287201,0.9312910437583923,0.19889862835407257,0.932574450969696
5,8,4.1143763065338135,0.18927188217639923,0.9315098524093628,0.19632261991500854,0.9404553174972534
5,9,4.142864465713501,0.16697585582733154,0.9446389675140381,0.29889145493507385,0.8931698799133301
5,10,4.170599937438965,0.144316166639328,0.949234127998352,0.19950059056282043,0.9369527101516724
5,11,4.132388591766357,0.13132768869400024,0.9562363028526306,0.29788950085639954,0.900175154209137
5,12,4.123938322067261,0.1109270229935646,0.9630196690559387,0.1913653165102005,0.9378283619880676
5,13,4.140009880065918,0.125741109251976,0.9575492143630981,0.2703508138656616,0.914185643196106
5,14,4.178151369094849,0.09486347436904907,0.968927800655365,0.388637512922287,0.8887916207313538
5,15,4.141180753707886,0.08685034513473511,0.9724288582801819,0.1705775111913681,0.9500875473022461
5,16,4.151176691055298,0.09712563455104828,0.9667395949363708,0.19524940848350525,0.9387040138244629
5,17,4.177350044250488,0.09440279006958008,0.967396080493927,0.1754445880651474,0.9509631991386414
5,18,4.127988815307617,0.06634347140789032,0.9768052697181702,0.1771584451198578,0.9422066807746887
5,19,4.120619297027588,0.06587004661560059,0.9778993725776672,0.3831266164779663,0.8791593909263611
5,20,4.148281574249268,0.06677760928869247,0.9798687100410461,0.17101161181926727,0.9527145624160767
5,21,4.168259620666504,0.07288219779729843,0.9752735495567322,0.2839498817920685,0.9273204803466797
5,22,4.1313676834106445,0.056883104145526886,0.9829321503639221,0.15882131457328796,0.9535902142524719
5,23,4.133932828903198,0.05712942034006119,0.9811816215515137,0.28187862038612366,0.9159369468688965
5,24,4.172647953033447,0.05884275957942009,0.9787746071815491,0.4470427334308624,0.8572679758071899
5,25,4.158514976501465,0.06297970563173294,0.9796499013900757,0.23634210228919983,0.9343257546424866
5,26,4.140788555145264,0.056521084159612656,0.981838047504425,0.15391531586647034,0.9597197771072388
5,27,4.13667106628418,0.04243478924036026,0.9849015474319458,0.19231852889060974,0.9500875473022461
5,28,4.224456548690796,0.05347074940800667,0.9833698272705078,0.22724752128124237,0.932574450969696
5,29,4.125792741775513,0.04232660308480263,0.9862144589424133,0.16895925998687744,0.9588441252708435
5,30,4.133606195449829,0.04547153040766716,0.9840262532234192,0.2761205732822418,0.932574450969696
