Round,Total_Comm_Bytes,RoundTimeSec,ValLoss,ValAcc
1,32546720,248.75054502487183,2.297372579574585,0.2638036906719208
2,32546720,238.54291486740112,1.6397464275360107,0.44872918725013733
3,32546720,240.66566514968872,1.66360604763031,0.46625766158103943
4,32546720,240.28400540351868,1.6766479015350342,0.498685359954834
5,32546720,236.17950868606567,1.756303310394287,0.4934268295764923
