Round,Total_Comm_Bytes,RoundTimeSec,ValLoss,ValAcc
1,32546720,246.3009157180786,2.6904664039611816,0.2550394535064697
2,32546720,240.98734617233276,2.2442567348480225,0.2620508372783661
3,32546720,246.31420159339905,2.008101463317871,0.3155127167701721
4,32546720,242.90402340888977,1.4213989973068237,0.4872918426990509
5,32546720,243.76191973686218,1.3477299213409424,0.49780893325805664
